1	25395
2	25396
3	25468
4	25398
5	25469
6	25397
7	25406
8	25400
9	25410
10	25405
11	25401
12	25409
13	25411
14	25412
15	25413
16	25416
17	25415
18	25421
19	25422
20	25423
21	25424
22	25425
23	25426
24	25500
25	25427
26	25428
27	25429
28	25430
29	26537
30	26538
31	26539
32	26540
33	26541
34	26542
35	26543
36	26544
37	25026
38	25031
39	25032
40	25033
41	25034
42	25035
43	25036
44	25037
45	25039
46	25040
47	25041
48	25042
49	25043
50	25044
51	25045
52	25046
53	25047
54	25048
55	25049
56	25050
57	25054
58	25055
59	25056
60	25057
61	25058
62	25059
63	25060
64	25061
65	25062
66	25063
67	25064
68	25065
69	25066
70	25067
71	25068
72	25237
73	25238
74	25239
75	25240
76	25241
77	25242
78	25243
79	25245
80	25246
81	25247
82	25248
83	25249
84	25250
85	25251
86	25252
87	25253
88	25254
89	25255
90	25256
91	25257
92	27071
93	27072
94	27074
95	27075
96	27076
97	27077
98	27078
99	27080
100	27081
101	27082
102	27083
103	27084
104	27085
105	27101
106	27102
107	27103
108	27108
109	27109
110	27110
111	27134
112	27135
113	27136
114	27137
115	27138
116	27139
117	27140
118	27141
119	27142
120	27143
121	27144
122	27145
123	27146
124	27147
125	27148
126	27149
127	27150
128	27151
129	27152
130	27153
131	27154
132	27155
133	27156
134	27157
135	27158
136	27159
137	27160
138	27161
139	27162
140	27163
141	27213
142	27215
143	27183
144	27184
145	27185
146	27186
147	27187
148	27188
149	27189
150	27190
151	27191
152	27192
153	27193
154	27194
155	27195
156	27196
157	27197
158	27198
159	27199
160	27200
161	27201
162	27202
163	27203
164	27204
165	27205
166	27206


