1	1	0
2	1	0
3	1	0
4	1	0
5	1	0
6	1	0
7	1	0
107	60	0
102	60	0
108	60	0
103	60	0
104	40	1
105	40	1
106	40	1
110	1	0
11	60	1
12	60	1
13	60	1
15	60	0
1050	1	0
1051	1	0
1052	1	0
1053	1	0
1054	1	0
1055	1	0
1056	1	0
1057	1	0
1058	1	0
1059	1	0
1060	1	0
1061	1	0
1062	1	0
1063	1	0
1064	1	0
1065	1	0
1066	1	0
1067	1	0
1068	1	0
1069	1	0
1070	1	0
1071	1	0
1072	1	0
1073	1	0
1074	1	0
1075	1	0
1076	1	0
1077	1	0
1078	1	0
1079	1	0
1080	1	0
1081	1	0
1082	1	0
1083	1	0
1084	1	0
1085	1	0
1086	1	0
1087	1	0
1088	1	0
1089	1	0
1090	1	0
1091	1	0
1092	1	0
1093	1	0
1094	1	0
1095	1	0
1096	1	0
1097	1	0
1098	1	0
1099	1	0
1301	81	0
1302	81	0
1303	81	0
1304	1	0
1011	50	0
1012	50	0
1013	50	0
1014	50	0
1015	50	0
1016	50	0
1017	50	0
1018	50	0
1019	50	0
1020	50	0
1021	50	0
1022	50	0
1023	50	0
1024	50	0
1025	50	0
1026	50	0
1027	50	0
1028	50	0
1029	50	0
1030	50	0
1031	50	0
1032	50	0
1033	50	0
1034	50	0
1035	50	0
1036	50	0
1037	50	0
1038	50	0
1039	50	0
1040	50	0
1041	50	0
1042	50	0
1043	50	0
1044	50	0
1045	50	0
1046	50	0
1047	50	0
1048	50	0
1049	50	0
16	5	0





